,election_year,election_type,office_name,primary_party,district_name,candidate_party,candidate_name,votes,votes_rank,incumbent,CO_ID
2850,2020,General,State Representative,0,48,Democratic,holly herson,18802.0,2,0.0,20195036921.0
2940,2020,Primary,State Representative,Democratic,48,Democratic,holly herson,7829.0,1,0.0,20195036921.0
3265,2010,General,Governor,0,Colorado,Unaffiliated,holly mercer,43.0,7,0.0,
322,2002,General,State Representative,0,13,Libertarian,howard lambert,1179.0,3,0.0,
1640,2012,General,State Representative,0,13,Libertarian,howard lambert,2526.0,3,0.0,
2292,2016,General,State Representative,0,51,Republican,hugh mckean,28823.0,1,0.0,20155029211.0
2436,2016,Primary,State Representative,Republican,51,Republican,hugh mckean,4082.0,1,0.0,20155029211.0
2564,2018,General,State Representative,0,51,Republican,hugh mckean,24745.0,1,1.0,20155029211.0
2724,2018,Primary,State Representative,Republican,51,Republican,hugh mckean,8954.0,1,1.0,20155029211.0
2857,2020,General,State Representative,0,51,Republican,hugh mckean,37654.0,1,1.0,20155029211.0
3008,2020,Primary,State Representative,Republican,51,Republican,hugh mckean,12050.0,1,1.0,20155029211.0
3154,2022,Primary,State Representative,Republican,51,Republican,hugh mckean,7741.0,1,1.0,20155029211
3516,1994,General,State Senate,0,34,Republican,hugo teufel,4556.0,2,0.0,
3551,1994,Primary,State Senate,Republican,34,Republican,hugo teufel,809.0,1,0.0,
2828,2020,General,State Representative,0,39,Democratic,ian chapman,20257.0,2,0.0,20205039433.0
2930,2020,Primary,State Representative,Democratic,39,Democratic,ian chapman,9875.0,1,0.0,20205039433.0
2834,2020,General,State Representative,0,41,Democratic,iman jodeh,26167.0,1,0.0,20195036781.0
2933,2020,Primary,State Representative,Democratic,41,Democratic,iman jodeh,13233.0,1,0.0,20195036781.0
3068,2022,Primary,State Representative,Democratic,41,Democratic,iman jodeh,7935.0,1,1.0,20195036781
3578,1996,General,State Senate,0,29,Republican,ingrid lindemann,12267.0,2,0.0,19960829002
3619,1996,Primary,State Senate,Republican,29,Republican,ingrid lindemann,2446.0,1,0.0,19960829002
1426,2010,General,State Representative,0,40,Republican,ira denison,17.0,3,0.0,20105018460.0
4209,2012,General,State Senate,0,32,Democratic,irene aguilar,47995.0,1,0.0,20105018808.0
4234,2012,Primary,State Senate,Democratic,32,Democratic,irene aguilar,6560.0,1,0.0,20105018808.0
4300,2014,General,State Senate,0,32,Democratic,irene aguilar,35852.0,1,1.0,20105018808.0
4318,2014,Primary,State Senate,Democratic,32,Democratic,irene aguilar,8959.0,1,1.0,20105018808.0
315,2002,General,State Representative,0,11,Libertarian,isaac davenport,843.0,3,0.0,
2028,2014,General,State Representative,0,50,Republican,isaia aricayos,7087.0,2,0.0,20135025472.0
2169,2014,Primary,State Representative,Republican,50,Republican,isaia aricayos,2914.0,1,0.0,20135025472.0
4646,2010,Primary,State Treasurer,Republican,Colorado,Republican,j ament,174992.0,2,0.0,20095610984.0
3365,1990,General,State Senate,0,5,Republican,j berry,10500.0,2,0.0,
1464,2010,General,State Representative,0,59,Republican,j brown,16574.0,1,0.0,20105017342.0
1601,2010,Primary,State Representative,Republican,59,Republican,j brown,6644.0,1,0.0,20105017342.0
1763,2012,General,State Representative,0,59,Republican,j brown,20715.0,2,1.0,20105017342.0
1911,2012,Primary,State Representative,Republican,59,Republican,j brown,5015.0,1,1.0,20105017342.0
2047,2014,General,State Representative,0,59,Republican,j brown,17280.0,1,1.0,20105017342.0
2179,2014,Primary,State Representative,Republican,59,Republican,j brown,5708.0,1,1.0,20105017342.0
2305,2016,General,State Representative,0,59,Republican,j brown,22661.0,2,1.0,20105017342.0
2444,2016,Primary,State Representative,Republican,59,Republican,j brown,5357.0,1,1.0,20105017342.0
140,2000,General,State Representative,0,57,Libertarian,j shroyer,5169.0,2,0.0,
1092,2008,General,State Representative,0,5,Republican,j swiontek,5160.0,2,0.0,20085607671.0
1287,2008,Primary,State Representative,Republican,5,Republican,j swiontek,500.0,1,0.0,20085607671.0
565,2002,Primary,State Representative,Republican,63,Republican,jack darnell,3047.0,2,0.0,20025800022.0
3097,2022,Primary,State Representative,Republican,4,Republican,jack daus,1765.0,1,0.0,
3572,1996,General,State Senate,0,25,Republican,jack fish,12012.0,2,0.0,19960825004
3614,1996,Primary,State Senate,Republican,25,Republican,jack fish,1773.0,1,0.0,19960825004
2162,2014,Primary,State Representative,Republican,44,Republican,jack hilbert,6202.0,1,0.0,20135025470.0
588,2004,General,State Representative,0,11,Democratic,jack pommer,27680.0,1,0.0,20025990263.0
717,2004,Primary,State Representative,Democratic,11,Democratic,jack pommer,3376.0,1,0.0,20025990263.0
841,2006,General,State Representative,0,11,Democratic,jack pommer,19141.0,1,1.0,20025990263.0
964,2006,Primary,State Representative,Democratic,11,Democratic,jack pommer,2539.0,1,1.0,20025990263.0
1102,2008,General,State Representative,0,11,Democratic,jack pommer,25038.0,1,1.0,20025990263
1227,2008,Primary,State Representative,Democratic,11,Democratic,jack pommer,4308.0,1,1.0,20025990263
2001,2014,General,State Representative,0,37,Republican,jack tate,19104.0,1,0.0,20145026612
2155,2014,Primary,State Representative,Republican,37,Republican,jack tate,4377.0,1,0.0,20145026612
4365,2016,General,State Senate,0,27,Republican,jack tate,44169.0,1,1.0,20155030058
4412,2016,Primary,State Senate,Republican,27,Republican,jack tate,10278.0,1,1.0,20155030058
3696,2000,General,State Senate,0,8,Republican,jack taylor,27002.0,1,0.0,19990808002.0
3765,2000,Primary,State Senate,Republican,8,Republican,jack taylor,4951.0,1,0.0,19990808002.0
3857,2004,General,State Senate,0,8,Republican,jack taylor,28521.0,1,1.0,19990808002.0
3908,2004,Primary,State Senate,Republican,8,Republican,jack taylor,7554.0,1,1.0,19990808002.0
1131,2008,General,State Representative,0,25,Libertarian,jack woehr,1886.0,3,0.0,
1677,2012,General,State Representative,0,25,Libertarian,jack woehr,2448.0,3,0.0,
1972,2014,General,State Representative,0,25,Libertarian,jack woehr,1875.0,3,0.0,20145028170.0
2637,2018,Primary,State Representative,Democratic,34,Democratic,jacque phillips,3010.0,2,0.0,20175032273.0
3271,2010,Primary,Governor,Libertarian,Colorado,Libertarian,jaimes brown,1438.0,1,0.0,20105017325.0
3262,2010,General,Governor,0,Colorado,Libertarian,jaimes wyble,13365.0,4,0.0,
1494,2010,Primary,State Representative,Democratic,12,Democratic,jake williams,3154.0,2,0.0,20095606472.0
100,2000,General,State Representative,0,41,Libertarian,jal staples,570.0,3,0.0,
699,2004,General,State Representative,0,63,Democratic,james bowen,6802.0,2,0.0,20045645112.0
765,2004,Primary,State Representative,Democratic,63,Democratic,james bowen,1892.0,1,0.0,20045645112.0
3923,2006,General,State Senate,0,1,Democratic,james bowen,11833.0,2,0.0,20065632137.0
3958,2006,Primary,State Senate,Democratic,1,Democratic,james bowen,1970.0,1,0.0,20065632137.0
4173,2012,General,State Senate,0,12,American Constitution,james bristol,7762.0,3,0.0,20125024340.0
4218,2012,Primary,State Senate,American Constitution,12,American Constitution,james bristol,27.0,1,0.0,20125024340.0
4375,2016,General,State Senate,0,35,Democratic,james casias,23358.0,2,0.0,20155029139
4398,2016,Primary,State Senate,Democratic,35,Democratic,james casias,8866.0,1,0.0,20155029139
2198,2016,General,State Representative,0,7,Democratic,james coleman,28557.0,1,0.0,20165030444.0
2329,2016,Primary,State Representative,Democratic,7,Democratic,james coleman,2629.0,1,0.0,20165030444.0
2466,2018,General,State Representative,0,7,Democratic,james coleman,27272.0,1,1.0,20165030444.0
2606,2018,Primary,State Representative,Democratic,7,Democratic,james coleman,10861.0,1,1.0,20165030444.0
4537,2020,General,State Senate,0,33,Democratic,james coleman,75702.0,1,1.0,20195037821.0
4560,2020,Primary,State Senate,Democratic,33,Democratic,james coleman,40537.0,1,1.0,20195037821.0
702,2004,General,State Representative,0,64,Republican,james farmer,11995.0,2,0.0,20045641218.0
826,2004,Primary,State Representative,Republican,64,Republican,james farmer,2432.0,1,0.0,20045641218.0
1167,2008,General,State Representative,0,42,Libertarian,james frye,1207.0,3,0.0,20075641628.0
4441,2018,General,State Senate,0,16,Libertarian,james gilman,2597.0,3,0.0,
2764,2020,General,State Representative,0,13,Libertarian,james gilman,1713.0,3,0.0,
3790,2002,General,State Senate,0,2,Libertarian,james healey,1277.0,3,0.0,
2004,2014,General,State Representative,0,39,Democratic,james huff,10661.0,2,0.0,
2096,2014,Primary,State Representative,Democratic,39,Democratic,james huff,2215.0,1,0.0,
4379,2016,Primary,State Senate,Democratic,4,Democratic,james huff,1490.0,2,0.0,20165031209.0
3798,2002,General,State Senate,0,6,Democratic,james isgar,24302.0,1,0.0,20015990150
3829,2002,Primary,State Senate,Democratic,6,Democratic,james isgar,5490.0,1,0.0,20015990150
3930,2006,General,State Senate,0,6,Democratic,james isgar,30495.0,1,1.0,20015990150
3962,2006,Primary,State Senate,Democratic,6,Democratic,james isgar,3814.0,1,1.0,20015990150
2019,2014,General,State Representative,0,45,Libertarian,james jeansonne,1821.0,3,0.0,
1212,2008,Primary,State Representative,Democratic,2,Democratic,james johnson,368.0,2,0.0,20085600385.0
1099,2008,General,State Representative,0,9,Republican,james landauer,9915.0,2,0.0,20085613997.0
1291,2008,Primary,State Representative,Republican,9,Republican,james landauer,2450.0,1,0.0,20085613997.0
110,2000,General,State Representative,0,44,Libertarian,james meacham,996.0,3,0.0,
376,2002,General,State Representative,0,36,Republican,james parker,6650.0,2,0.0,20025800148.0
535,2002,Primary,State Representative,Republican,36,Republican,james parker,1849.0,1,0.0,20025800148.0
1707,2012,General,State Representative,0,36,Republican,james parker,11636.0,2,0.0,20125025001.0
1887,2012,Primary,State Representative,Republican,36,Republican,james parker,2083.0,1,0.0,20125025001.0
1461,2010,General,State Representative,0,58,Democratic,james perrin,11223.0,2,0.0,20105018301.0
1533,2010,Primary,State Representative,Democratic,58,Democratic,james perrin,3597.0,1,0.0,20105018301.0
672,2004,General,State Representative,0,50,Democratic,james riesberg,11542.0,1,0.0,19960950003
752,2004,Primary,State Representative,Democratic,50,Democratic,james riesberg,1520.0,1,0.0,19960950003
3486,1994,General,State Senate,0,2,Democratic,james rizzuto,15669.0,1,0.0,19970802001
3517,1994,Primary,State Senate,Democratic,2,Democratic,james rizzuto,2921.0,1,0.0,19970802001
1180,2008,General,State Representative,0,49,Democratic,james ross,18920.0,2,0.0,20085610314.0
1269,2008,Primary,State Representative,Democratic,49,Democratic,james ross,2720.0,1,0.0,20085610314.0
1737,2012,General,State Representative,0,49,Democratic,james shelton,19991.0,2,0.0,20125023282.0
1832,2012,Primary,State Representative,Democratic,49,Democratic,james shelton,2390.0,1,0.0,20125023282.0
663,2004,General,State Representative,0,45,Republican,james sullivan,29761.0,1,0.0,20045658084.0
805,2004,Primary,State Representative,Republican,45,Republican,james sullivan,7151.0,1,0.0,20045658084.0
674,2004,General,State Representative,0,51,Republican,james welker,24441.0,1,0.0,20035625280
811,2004,Primary,State Representative,Republican,51,Republican,james welker,5828.0,1,0.0,20035625280
1846,2012,Primary,State Representative,Republican,1,Republican,james wildt,615.0,2,0.0,20125023498.0
1766,2012,General,State Representative,0,60,Republican,james wilson,22457.0,1,0.0,20125024176.0
1912,2012,Primary,State Representative,Republican,60,Republican,james wilson,4255.0,1,0.0,20125024176.0
2048,2014,General,State Representative,0,60,Republican,james wilson,24837.0,1,1.0,20125024176.0
2180,2014,Primary,State Representative,Republican,60,Republican,james wilson,8709.0,1,1.0,20125024176.0
2308,2016,General,State Representative,0,60,Republican,james wilson,26246.0,1,1.0,20125024176.0
2445,2016,Primary,State Representative,Republican,60,Republican,james wilson,7930.0,1,1.0,20125024176.0
2583,2018,General,State Representative,0,60,Republican,james wilson,23468.0,1,1.0,20125024176.0
2732,2018,Primary,State Representative,Republican,60,Republican,james wilson,11644.0,1,1.0,20125024176.0
4367,2016,General,State Senate,0,28,Republican,james woodley,31096.0,2,0.0,20165030323.0
4413,2016,Primary,State Senate,Republican,28,Republican,james woodley,6094.0,1,0.0,20165030323.0
4264,2013,Recall,State Senate,0,11,Libertarian,jan brooks,226.0,2,0.0,20135025773
857,2006,General,State Representative,0,20,Democratic,jan hejtmanek,8832.0,2,0.0,20065625336.0
1120,2008,General,State Representative,0,20,Democratic,jan hejtmanek,12107.0,2,0.0,20075613032.0
1236,2008,Primary,State Representative,Democratic,20,Democratic,jan hejtmanek,1415.0,1,0.0,20075613032.0
1708,2012,General,State Representative,0,37,Democratic,jan spooner,17864.0,2,0.0,20125024657.0
1821,2012,Primary,State Representative,Democratic,37,Democratic,jan spooner,2328.0,1,0.0,20125024657.0
3429,1992,General,State Senate,0,18,Democratic,jana mendez,41519.0,1,0.0,19940818001
3455,1992,Primary,State Senate,Democratic,18,Democratic,jana mendez,8303.0,1,0.0,19940818001
1376,2010,General,State Representative,0,14,Republican,janak joshi,20352.0,1,0.0,20095621027.0
1553,2010,Primary,State Representative,Republican,14,Republican,janak joshi,6618.0,1,0.0,20095621027.0
1650,2012,General,State Representative,0,16,Republican,janak joshi,21781.0,1,1.0,20125023241.0
1864,2012,Primary,State Representative,Republican,16,Republican,janak joshi,7313.0,1,1.0,20125023241.0
1954,2014,General,State Representative,0,16,Republican,janak joshi,18892.0,1,1.0,20125023241.0
2130,2014,Primary,State Representative,Republican,16,Republican,janak joshi,7307.0,1,1.0,20125023241.0
2398,2016,Primary,State Representative,Republican,16,Republican,janak joshi,3510.0,2,1.0,20125023241.0
1968,2014,General,State Representative,0,23,Republican,jane barnes,13891.0,2,0.0,20145028158.0
2141,2014,Primary,State Representative,Republican,23,Republican,jane barnes,4517.0,1,0.0,20145028158.0
2269,2016,General,State Representative,0,40,Democratic,janet buckner,21391.0,1,0.0,20155029125.0
2362,2016,Primary,State Representative,Democratic,40,Democratic,janet buckner,3355.0,1,0.0,20155029125.0
2540,2018,General,State Representative,0,40,Democratic,janet buckner,20731.0,1,1.0,20155029125.0
2644,2018,Primary,State Representative,Democratic,40,Democratic,janet buckner,7031.0,1,1.0,20155029125.0
4531,2020,General,State Senate,0,28,Democratic,janet buckner,51028.0,1,1.0,20195037138.0
4556,2020,Primary,State Senate,Democratic,28,Democratic,janet buckner,24483.0,1,1.0,20195037138.0
1971,2014,General,State Representative,0,25,Democratic,janet doyle,17653.0,2,0.0,20145027799.0
2082,2014,Primary,State Representative,Democratic,25,Democratic,janet doyle,3304.0,1,0.0,20145027799.0
973,2006,Primary,State Representative,Democratic,20,Democratic,janet hejtmanek,896.0,1,0.0,20065625336.0
1379,2010,General,State Representative,0,16,Democratic,janet tanner,7306.0,2,0.0,20105017967.0
1498,2010,Primary,State Representative,Democratic,16,Democratic,janet tanner,2133.0,1,0.0,20105017967.0
4587,2022,Primary,State Senate,Democratic,15,Democratic,janice marchman,16731.0,1,0.0,20215041722
2571,2018,General,State Representative,0,55,Republican,janice rich,22470.0,1,0.0,20185033510.0
2727,2018,Primary,State Representative,Republican,55,Republican,janice rich,9416.0,1,0.0,20185033510.0
2866,2020,General,State Representative,0,55,Republican,janice rich,30773.0,1,1.0,20185033510.0
3011,2020,Primary,State Representative,Republican,55,Republican,janice rich,13050.0,1,1.0,20185033510.0
4600,2022,Primary,State Senate,Republican,7,Republican,janice rich,28089.0,1,1.0,20215040184
3877,2004,General,State Senate,0,26,Democratic,jared ingwalson,27488.0,2,0.0,
3900,2004,Primary,State Senate,Democratic,26,Democratic,jared ingwalson,5367.0,1,0.0,
3292,2018,Primary,Governor,Democratic,Colorado,Democratic,jared polis,283340.0,1,0.0,20175032139.0
3298,2022,Primary,Governor,Democratic,Colorado,Democratic,jared polis,523489.0,1,0.0,20175032139
3286,2018,General,Governor,0,Colorado,Democratic,jared primavera,1348888.0,1,0.0,
1749,2012,General,State Representative,0,54,Republican,jared wright,20111.0,1,0.0,20125023615.0
1906,2012,Primary,State Representative,Republican,54,Republican,jared wright,6249.0,1,0.0,20125023615.0
1726,2012,General,State Representative,0,44,Libertarian,jarrod austin,9845.0,2,0.0,
2813,2020,General,State Representative,0,32,Libertarian,jason chapman,1810.0,3,0.0,
3266,2010,General,Governor,0,Colorado,Unaffiliated,jason clark,8601.0,5,0.0,20105017082.0
4213,2012,General,State Senate,0,33,Republican,jason deberry,8456.0,2,0.0,20125024803
4260,2012,Primary,State Senate,Republican,33,Republican,jason deberry,981.0,1,0.0,20125024803
1936,2014,General,State Representative,0,7,Republican,jason deberry,3931.0,2,0.0,20145027407.0
2122,2014,Primary,State Representative,Republican,7,Republican,jason deberry,803.0,1,0.0,20145027407.0
2282,2016,General,State Representative,0,47,Democratic,jason munoz,15891.0,2,0.0,20165030631.0
